Name,Date,Amount
User_1109,2019-11-14,102.68
User_1922,2023-12-03,103.43
User_391,2021-01-31,96.16
User_1256,2016-09-13,109.35
User_1120,2016-10-16,103.72
User_1480,2015-11-09,91.18
User_53,2020-02-18,95.74
User_1118,2016-05-09,105.63
User_1850,2023-08-25,109.44
User_1148,2017-07-12,94.92
User_715,2016-08-25,107.27
User_1444,2021-07-31,105.94
User_1878,2023-06-10,91.24
User_1107,2018-11-25,105.9
User_728,2015-02-16,100.37
User_1878,2019-06-08,98.01
User_1265,2023-01-23,105.53
User_1533,2014-05-25,106.08
User_877,2015-08-09,98.12
User_145,2019-09-15,94.67
User_1631,2016-04-28,107.76
User_181,2015-10-04,105.73
User_1615,2020-01-22,103.22
User_1975,2023-07-26,104.72
User_1521,2022-08-19,105.86
User_459,2021-12-21,103.86
User_446,2019-03-03,109.28
User_160,2019-02-05,97.79
User_364,2019-01-21,108.63
User_1624,2017-11-19,94.31
User_420,2020-05-13,93.12
User_106,2015-12-15,108.31
User_1421,2023-08-26,107.76
User_1678,2024-04-06,101.42
User_1803,2018-05-03,94.06
User_96,2016-09-27,95.1
User_1926,2015-04-26,108.97
User_693,2017-10-05,105.84
User_411,2016-11-11,90.02
User_1277,2020-03-15,106.71
User_607,2022-02-26,96.03
User_1023,2021-08-03,107.07
User_198,2019-10-13,94.53
User_1942,2015-11-08,103.87
User_395,2023-07-03,99.89
User_1389,2017-10-29,109.88
User_176,2022-02-28,97.85
User_1225,2023-01-10,90.76
User_1461,2023-08-28,104.81
User_417,2023-11-25,102.55
User_35,2023-03-09,101.44
User_847,2015-04-14,101.75
User_874,2016-07-13,93.65
User_44,2023-10-04,107.55
User_1935,2016-11-26,91.66
User_934,2022-03-26,94.1
User_122,2023-02-25,96.77
User_1309,2016-11-28,102.4
User_1014,2016-10-06,99.43
User_637,2023-07-11,103.42
User_1544,2015-06-24,106.61
User_472,2015-09-03,95.45
User_1586,2020-08-31,95.57
User_578,2019-07-06,106.63
User_1002,2016-10-20,109.71
User_1505,2020-04-25,98.2
User_1627,2020-07-13,100.65
User_1888,2019-10-22,108.25
User_674,2018-12-04,95.83
User_1371,2022-09-22,105.76
User_1194,2023-05-28,90.08
User_1341,2023-05-24,96.38
User_1403,2023-06-08,107.64
User_1473,2019-04-20,108.57
User_516,2016-06-08,105.88
User_1555,2016-04-04,94.21
User_503,2021-08-27,105.84
User_177,2016-01-21,105.28
User_1425,2016-05-14,108.64
User_117,2021-09-16,96.8
User_782,2022-10-14,95.02
User_1899,2018-01-01,99.52
User_184,2019-11-07,106.13
User_163,2016-05-13,92.49
User_403,2016-08-15,98.5
User_861,2020-08-20,102.07
User_2000,2019-09-21,90.72
User_895,2020-10-21,91.1
User_115,2018-04-05,94.84
User_1162,2023-01-30,102.52
User_828,2018-09-24,107.06
User_147,2017-10-23,101.49
User_1403,2016-07-30,102.72
User_776,2024-02-05,91.25
User_951,2020-11-08,107.39
User_1534,2023-07-28,101.5
User_1687,2015-06-17,104.67
User_112,2016-08-17,102.55
User_1743,2019-04-05,98.0
User_1061,2014-08-06,92.55
User_601,2018-08-20,95.84
User_1537,2019-07-05,98.23
User_1642,2018-08-12,98.97
User_300,2022-01-21,92.04
User_1886,2018-04-24,91.57
User_1581,2016-08-06,101.18
User_188,2023-02-22,109.49
User_151,2019-09-21,94.31
User_1775,2020-11-06,105.45
User_1219,2019-04-14,92.71
User_1134,2022-04-21,103.47
User_1657,2017-02-01,100.55
User_1207,2021-03-28,93.93
User_1118,2023-12-05,105.97
User_1153,2020-12-12,96.65
User_517,2015-03-03,95.03
User_1162,2019-03-29,98.92
User_1909,2014-10-27,101.69
User_1439,2015-07-04,99.46
User_695,2019-11-04,109.11
User_1428,2016-05-08,90.88
User_1769,2019-05-28,91.06
User_1123,2020-04-02,103.83
User_100,2019-02-07,97.86
User_581,2021-01-06,95.2
User_185,2020-07-12,95.42
User_1148,2022-01-25,100.02
User_1824,2020-11-14,97.25
User_1854,2018-01-19,101.14
User_1746,2019-05-05,92.66
User_1322,2015-06-16,93.41
User_318,2015-12-16,107.06
User_145,2017-03-22,105.04
User_381,2023-10-05,99.31
User_692,2016-03-02,108.87
User_794,2023-07-11,93.34
User_587,2015-04-21,100.96
User_1593,2018-04-06,103.53
User_1748,2014-08-06,93.59
User_207,2020-10-24,100.52
User_1764,2020-09-24,90.22
User_55,2015-05-07,97.9
User_282,2022-05-08,105.08
User_1833,2017-05-19,103.28
User_1244,2016-06-05,101.85
User_251,2023-01-09,95.82
User_1899,2023-06-20,106.11
User_40,2019-12-23,109.07
User_1694,2015-08-08,97.38
User_1174,2022-02-03,95.48
User_565,2017-04-10,101.27
User_1822,2014-10-17,96.81
User_1355,2020-11-05,93.42
User_989,2018-05-23,100.87
User_1563,2023-06-01,94.0
User_1087,2014-07-26,99.73
User_1405,2017-01-12,101.16
User_819,2018-06-03,102.23
User_392,2021-01-06,92.13
User_224,2015-02-14,102.7
User_1570,2022-06-07,98.78
User_1954,2016-04-30,94.0
User_1824,2018-12-26,99.55
User_1742,2017-08-02,97.37
User_1759,2023-04-25,101.49
User_1405,2019-12-05,102.38
User_1468,2022-09-07,105.26
User_1294,2019-10-03,105.39
User_1928,2021-03-17,107.95
User_1669,2019-09-06,95.59
User_1028,2018-04-08,95.54
User_1161,2022-05-05,97.56
User_183,2016-09-19,93.67
User_592,2019-02-18,94.05
User_1039,2015-01-22,101.58
User_203,2016-04-14,109.8
User_355,2023-08-09,96.57
User_353,2019-04-22,100.67
User_417,2018-02-22,99.29
User_1013,2017-04-15,96.68
User_666,2022-12-03,98.21
User_491,2015-07-26,103.16
User_414,2014-09-03,102.35
User_273,2018-05-10,107.7
User_157,2021-07-19,106.84
User_1683,2020-06-06,90.8
User_457,2017-05-09,102.64
User_1522,2018-12-20,104.79
User_1336,2021-11-30,93.97
User_1542,2023-03-03,109.91
User_217,2021-05-01,99.65
User_1429,2021-04-27,94.15
User_1331,2023-08-25,97.2
User_1384,2022-09-09,98.93
User_1260,2021-07-09,99.34
User_1948,2015-03-27,105.27
